name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
Famous Cuisine (Tianhe),The founder has been in the business for over 40,ONE_STAR,Guangzhou,China Mainland,23.144325,113.31722,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/78f775ba-c666-4fe0-9be7-63d11e645c43.jpg,,Cantonese,,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/famous-cuisine,
Le Coq aux Champs,Christophe Pauly is a genuine craftsman! Poised between precision and,ONE_STAR,Soheit-Tinlot,Belgium,50.4714671,5.3876393,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/46fb1aeabf1044478a4bb126d1b0184b,Christophe Pauly,Creative French,,https://guide.michelin.com/en/liege/soheit-tinlot/restaurant/le-coq-aux-champs,https://guide.michelin.com/en/liege/soheit-tinlot/restaurant/le-coq-aux-champs
Barrafina,The menu at Barrafina is reassuringly familiar and supplemented by,ONE_STAR,London,United Kingdom,51.5140705,-0.1326712,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/10ceb36759ab4215ad99f230b6c91824,Angel Zapata Martin,Spanish,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/barrafina,https://guide.michelin.com/en/greater-london/london/restaurant/barrafina
The Cook,"Housed in the 14C Palazzo Branca Doria, a beautiful residence",ONE_STAR,Genoa,Italy,44.408585,8.933349,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e7cf477146464f158c72bc1dc017e9c9,Ivano Ricchebono,Modern Cuisine,Contemporary,https://guide.michelin.com/en/liguria/genova/restaurant/the-cook,https://guide.michelin.com/en/liguria/genova/restaurant/the-cook
Lyle's,"Lipton, the tea people, once owned the building and the",ONE_STAR,London,United Kingdom,51.5237344,-0.0764375,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/25d662ad3797461e843e9253a41ed90e,James Lowe,Modern British,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/lyle-s,https://guide.michelin.com/en/greater-london/london/restaurant/lyle-s
Don Geppi,An excellent chef and maître d’ combine to provide a,ONE_STAR,Sant' Agnello,Italy,40.631762,14.3931433,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5e1ed29454e049829fbdf98aa0dd8ec9,Mario Affinita,Modern Cuisine,Creative,https://guide.michelin.com/en/campania/it-sant-agnello/restaurant/don-geppi,https://guide.michelin.com/en/campania/it-sant-agnello/restaurant/don-geppi
Old Stamp House,"The Old Stamp House is a tiny place, split over",ONE_STAR,Ambleside,United Kingdom,54.4309953,-2.9623465,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/378a5a04467c45cfa9613da64a4a685f,Ryan Blackburn,Modern Cuisine,Regional Cuisine,https://guide.michelin.com/gb/en/cumbria/ambleside/restaurant/old-stamp-house,https://guide.michelin.com/en/cumbria/ambleside/restaurant/old-stamp-house
Le Clocher des Pères,"Presiding over the valley, this former fortified house (15C) looks",ONE_STAR,Saint-Martin-sur-la-Chambre,France,45.3664596,6.3168158,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4b18e6a32b504130b64a3e936bc2aabd,Pierre Troccaz,Creative,,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-sur-la-chambre/restaurant/le-clocher-des-peres,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-sur-la-chambre/restaurant/le-clocher-des-peres
Lera,"If you enjoy wild game, make sure you book a",ONE_STAR,Castroverde de Campos,Spain,41.967639,-5.3137839,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/653164ac70f54fe7bcef50d852b2fd9e,Luis Alberto Lera Collantes,Regional Cuisine,Modern Cuisine,https://guide.michelin.com/en/castilla-y-leon/castroverde-de-campos/restaurant/lera,https://guide.michelin.com/en/castilla-y-leon/castroverde-de-campos/restaurant/lera
Le Comptoir de Pierre Gagnaire,"An appealing, remodelled Shanghai villa – part of the Capella Hotel",ONE_STAR,Shanghai,China Mainland,31.221621,121.459782,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b7aad5fc6bb342ea97e1298bf4026c4b,Romain CHAPEL,French,,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/le-comptoir-de-pierre-gagnaire,
Ajikitcho Bumbuan,Trees and moss decorate the interior for a modern design,ONE_STAR,Osaka,Japan,34.68307,135.501093,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7dee0f63-6911-46d1-bbfd-418b290054e9.jpg,Bunichiro NAKATANI,Japanese,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/ajikitcho-bumbuan,https://guide.michelin.com/en/osaka-region/osaka/restaurant/ajikitcho-bumbuan
Raby Hunt,This former drovers’ inn in a pretty rural village was,TWO_STARS,Summerhouse,United Kingdom,54.5665058,-1.6893656,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4bfc0fa36313484e9340426e877f8a64,James Close,Modern British,,https://guide.michelin.com/gb/en/darlington-region/summerhouse/restaurant/raby-hunt,https://guide.michelin.com/en/darlington-region/summerhouse/restaurant/raby-hunt
Guido,"In the splendid setting of the 19C Villa Fontanafredda, where",ONE_STAR,Serralunga d'Alba,Italy,44.6414,7.98265,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/08fad708-511d-4ccf-b24f-a577ac802419.jpg,Ugo Alciati,Piedmontese,,https://guide.michelin.com/en/piemonte/serralunga-d-alba/restaurant/guido361561,https://guide.michelin.com/en/piemonte/serralunga-d-alba/restaurant/guido361561
Hakkasan Hanway Place,"Like so many things in life, the original is usually",ONE_STAR,London,United Kingdom,51.5172066,-0.1316651,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b46458f65ed247ad94f18aa2869d8187,,Chinese,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/hakkasan-hanway-place,https://guide.michelin.com/en/greater-london/london/restaurant/hakkasan-hanway-place
Furong,"Named after the provincial flower of Hunan, it makes perfect",ONE_STAR,Beijing,China Mainland,39.916154,116.35324,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1ee415e74ea14344b9a6c7506cda767e,,Hunanese,,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/furong,
Sir Kwinten,"As soon as you enter this colourful historic townhouse, you",ONE_STAR,Sint-Kwintens-Lennik,Belgium,50.8056605,4.1554453,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0a16e0243fc84a13aa4b15b89592613a,Glenn Verhasselt,Modern Cuisine,,https://guide.michelin.com/en/vlaams-brabant/sint-kwintens-lennik/restaurant/sir-kwinten,https://guide.michelin.com/en/vlaams-brabant/sint-kwintens-lennik/restaurant/sir-kwinten
Selfie,Welcome to the world of the talented chef Anatoliy Kazakov,ONE_STAR,Moscow,Россия,55.7580129,37.5832356,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d9c14575-c8d1-4d08-a783-c5444d8e30c4.png,Anatoliy Kazakov,Modern Cuisine,Russian,https://guide.michelin.com/ru/en/moscow-region/moscow/restaurant/selfie,https://guide.michelin.com/en/moscow-region/moscow/restaurant/selfie
L'Arcane,"Established on the premises of the former Chamarré Montmartre, Laurent",ONE_STAR,Paris,France,48.8893043,2.3418655,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/aa316016-896e-4758-a525-fea4ddbee86d.jpg,Laurent Magnin,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-arcane,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-arcane
La Cuina de Can Simón,This restaurant is located alongside the town’s impressive medieval,ONE_STAR,Tossa de Mar,Spain,41.7165634,2.9324298,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/53860bab57294c6893c772f232b89a27,Xavier Lores Gelpi,Creative,,https://guide.michelin.com/en/catalunya/tossa-de-mar/restaurant/la-cuina-de-can-simon,https://guide.michelin.com/en/catalunya/tossa-de-mar/restaurant/la-cuina-de-can-simon
Bagá,"This unique restaurant, which takes its name from the flower",ONE_STAR,Jaén,Spain,37.7668005,-3.7861942,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/933f592fb58e4e61ab54e9388de09c5a,Pedro Sánchez Jaén,Modern Cuisine,,https://guide.michelin.com/en/andalucia/jaen/restaurant/baga,https://guide.michelin.com/en/andalucia/jaen/restaurant/baga
Pea Porridge,"Tucked away on a residential square, this neighbourhood restaurant’s",ONE_STAR,Bury St Edmunds,United Kingdom,52.249572,0.7144697,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6b3e621e25684d639bdee9093c78c82d,Justin Sharp,Mediterranean Cuisine,,https://guide.michelin.com/gb/en/suffolk/bury-st-edmunds/restaurant/pea-porridge,https://guide.michelin.com/en/suffolk/bury-st-edmunds/restaurant/pea-porridge
Koka,An understatedly elegant wood-panelled room with bespoke furnishings that,ONE_STAR,Gothenburg,Sweden,57.6986003,11.9654719,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/de672dc6-9c97-472e-97c4-123121811518.jpg,Johan Björkman,Modern Cuisine,,https://guide.michelin.com/se/en/vastra-gotaland/gothenburg/restaurant/koka,https://guide.michelin.com/en/vastra-gotaland/gothenburg/restaurant/koka
Dattilo,Although this agriturismo nestled in the countryside made its name,ONE_STAR,Strongoli,Italy,39.2678209,17.0817921,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/01560d247188412dbb16b1bbf2740dfe,Caterina Ceraudo,Creative,,https://guide.michelin.com/en/calabria/strongoli/restaurant/dattilo,https://guide.michelin.com/en/calabria/strongoli/restaurant/dattilo
Ophelia,This picture-perfect villa could hardly have a more beautiful,TWO_STARS,Constance,Deutschland,47.6671426,9.1874594,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/12a0b5d9-c283-46e0-b211-058e95c8a9a4.jpg,Dirk Hoberg,Creative French,Classic Cuisine,https://guide.michelin.com/en/baden-wurttemberg/konstanz/restaurant/ophelia,https://guide.michelin.com/en/baden-wurttemberg/konstanz/restaurant/ophelia
Gordon Ramsay au Trianon,"On the edge of the palace grounds, this restaurant has",ONE_STAR,Versailles,France,48.8112259,2.1209203,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bbde9131-faab-4f38-9c82-6f20d95b1d0e.jpg,Frédéric Larquemin,Creative,,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/gordon-ramsay-au-trianon,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/gordon-ramsay-au-trianon
Le Parc Les Crayères,"This handsome edifice, set in 17 acres of grounds outside",TWO_STARS,Reims,France,49.2410909,4.0517461,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8ac2b262d9f94a278b2bb8df562602e0,Philippe Mille,Modern Cuisine,,https://guide.michelin.com/en/grand-est/reims/restaurant/le-parc-les-crayeres,https://guide.michelin.com/en/grand-est/reims/restaurant/le-parc-les-crayeres
Opera Bombana,Umberto Bombana stunned the world with his 8 1/2,ONE_STAR,Beijing,China Mainland,39.919746,116.44863,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c62da775-e7cc-49c5-804f-3bf9c56460b0.jpeg,,Italian,,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/opera-bombana,
Il Tino,"Enjoying an attractive location in the Nautilus Marina, overlooking the",ONE_STAR,Fiumicino,Italy,41.747204,12.257445,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6fc3396bb88844cea0227e17072842d0,Daniele Usai,Creative,,https://guide.michelin.com/en/lazio/fiumicino/restaurant/il-tino,https://guide.michelin.com/en/lazio/fiumicino/restaurant/il-tino
Il Parco di Villa Grey,There’s a new head of the kitchen team at,ONE_STAR,Forte dei Marmi,Italy,43.9665684,10.1573065,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ae48b63d67b24981b8a745a2306f3901,,Modern Cuisine,,https://guide.michelin.com/en/toscana/forte-dei-marmi/restaurant/il-parco-di-villa-grey,https://guide.michelin.com/en/toscana/forte-dei-marmi/restaurant/il-parco-di-villa-grey
Pantagruel,"Thirty-something Jason Gouzy, who was born in Rennes and",ONE_STAR,Paris,France,48.8700016,2.3464362,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/797da74e-676a-4310-ba73-1a8a1bd5ee55.jpg,Jason Gouzy,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pantagruel,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pantagruel
La Licorne Royale,"Quality ingredients, careful technique, balanced and subtle marriages of flavours",ONE_STAR,Lyons-la-Forêt,France,49.3985891,1.4766068,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/554ff41a5337415cbe1e6a2ecdfbee2a,Christophe Poirier,Modern Cuisine,,https://guide.michelin.com/en/normandie/lyons-la-fort/restaurant/la-licorne-royale,https://guide.michelin.com/en/normandie/lyons-la-fort/restaurant/la-licorne-royale
Fred,The adventure starts as soon as you enter Fred Mustert,TWO_STARS,Rotterdam,Netherlands,51.9170043,4.5177715,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/50bbc43d005347fa89b2da60005e5187,Fred Mustert,Creative French,,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fred,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fred
Sosakumenkobo NAKIRYU,The dandan noodle and soy-sauce ramen are especially popular,ONE_STAR,Tokyo,Japan,35.7287032,139.7303256,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6b47bb57-b58c-45f9-ae47-23b3d68ab5cf.JPG,Kazumasa SAITO,Ramen,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/sosakumenkobo-nakiryu,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sosakumenkobo-nakiryu
Hiša Franko,"All the staff in this restaurant show real talent, from",TWO_STARS,Kobarid,Slovenia,46.2472961,13.5382362,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/759ea7f5-4bb4-416b-b964-dfa406fd459e.jpg,Ana Roš,Creative,Regional Cuisine,https://guide.michelin.com/si/en/gorizia/kobarid/restaurant/hisa-franko,https://guide.michelin.com/en/gorizia/kobarid/restaurant/hisa-franko
Vespertine,"Dining at Vespertine is trippy, unsettling and out of the",TWO_STARS,Culver City,United States,34.024204,-118.38166,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0f3381bc14934e1c9401ef2a251aa7b9,Jordan Kahn,Contemporary,,https://guide.michelin.com/us/en/california/culver-city/restaurant/vespertine,https://guide.michelin.com/en/california/culver-city/restaurant/vespertine
1904 Designed by Lagonda,The first restaurant in Switzerland to be designed by the,ONE_STAR,Zurich,Schweiz,47.3754184,8.5368718,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9a8fe471-b58d-4cdc-be94-4e44609b80af.jpg,,Modern Cuisine,Creative,https://guide.michelin.com/en/zurich-region/zurich/restaurant/1904-designed-by-lagonda,https://guide.michelin.com/en/zurich-region/zurich/restaurant/1904-designed-by-lagonda
Mirazur,Inside this building that affords a view of the blue,THREE_STARS,Menton,France,43.7860241,7.5281451,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9ceaed689c62427cbe815ab75628898e,Mauro Colagreco,Creative,,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur
Ishibashi,Ishibashi was founded in the early Meiji period and carries,ONE_STAR,Tokyo,Japan,35.70283,139.769906,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a1f596e4-487f-4e34-b27b-74e5ba30234f.JPG,Shinsuke ISHIBASHI,Sukiyaki,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ishibashi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ishibashi
L'Ours,"Jacky Ribault (Qui Plume la Lune, in the 11th arrondissement",ONE_STAR,Vincennes,France,48.8476098,2.4367513,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4a80be53-c94d-4109-bdf1-59f5960bdda0.jpg,Jacky Ribault,Modern Cuisine,Creative,https://guide.michelin.com/en/ile-de-france/vincennes/restaurant/l-ours,https://guide.michelin.com/en/ile-de-france/vincennes/restaurant/l-ours
Loco,"Located next to the Basílica da Estrela, Loco has just",ONE_STAR,Lisbon,Portugal,38.7123702,-9.1605213,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cec6eae9-4fbd-4432-9756-49d5af76b32f.jpg,Alexandre Silva,Modern Cuisine,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/loco,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/loco
Les Terrasses de Lyon,"On the heights of Fourvière, the terrace of this elegant",ONE_STAR,Lyon,France,45.76325,4.825745,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ec42a4fa0e1245489ee94f7794ee9c42,David Delsart,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/les-terrasses-de-lyon,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/les-terrasses-de-lyon
La Cachette,"Located in the lower part of the town, this hidden",ONE_STAR,Valence,France,44.9323444,4.886606,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/29681594-7cef-4cfc-b695-10facbd52327.jpg,Masashi Ijichi,Creative,,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/la-cachette,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/la-cachette
Mourad,This glamorous outpost at the base of the PacBell building,ONE_STAR,San Francisco,United States,37.78695,-122.39987,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e748533d-430d-4fd9-a400-6d0ee3bc4db3.jpg,Mourad Lahlou,Moroccan,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mourad,https://guide.michelin.com/en/california/san-francisco/restaurant/mourad
Zur Rose,Although this restaurant has been one of the best Michelin,ONE_STAR,San Michele,Italy,46.455093,11.258857,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6215ebe997fd4e0abc3bb881b6832c83,Herbert e Daniel Hintner,Classic Cuisine,Contemporary,https://guide.michelin.com/en/trentino-alto-adige/trentino-alto-adige-san-michele/restaurant/zur-rose,https://guide.michelin.com/en/trentino-alto-adige/trentino-alto-adige-san-michele/restaurant/zur-rose
Little Pearl,From the team behind Rose’s Luxury and Pineapple and,ONE_STAR,Washington,United States,38.8833557,-76.9936368,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a5c47024-204d-47e6-8459-aa2ef1293d6d.jpg,Aaron Silverman,Contemporary,,https://guide.michelin.com/us/en/district-of-columbia/washington-dc/restaurant/little-pearl,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/little-pearl
Villa de l'Étang Blanc,This restaurant offers the joys of the countryside and an,ONE_STAR,Seignosse,France,43.7016289,-1.3616463,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/04cd450d-dc10-4b87-afec-5f5cb9a49638.jpg,David Sulpice,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/seignosse/restaurant/villa-de-l-etang-blanc,https://guide.michelin.com/en/nouvelle-aquitaine/seignosse/restaurant/villa-de-l-etang-blanc
Kitashinchi Fukutatei,Kitashinchi Fukutatei is renowned for its furnace-grilled steaks. Hiroshi,ONE_STAR,Osaka,Japan,34.698021,135.499116,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3592f750-4303-4160-b28a-d23a8818a539.jpg,Hiroshi UKAI,Steakhouse,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/kitashinchi-fukutatei,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kitashinchi-fukutatei
Ogawa,"At this kappo restaurant with counter seating, the focus is",ONE_STAR,Kyoto,Japan,35.008775,135.755208,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b208f6fd-be84-437c-8b2e-529b19d215bd.JPG,Yosuke OGAWA,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/ogawa,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/ogawa
La Table de Pavie,"Appointed by Gérard Perse, emblematic owner of Château Pavie, Yannick",TWO_STARS,Saint-Emilion,France,44.8935395,-0.1567502,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a2872705-08af-4f70-9720-8c2d097f2da6.jpg,,Modern Cuisine,Creative,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/hostellerie-de-plaisance,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/hostellerie-de-plaisance
Home,James Sommerin was one of the heroes of the pandemic,ONE_STAR,Penarth,United Kingdom,51.4361609,-3.1752013,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ffb696b2124c474f8be286437bd69712,,Modern Cuisine,,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/home-1196052,https://guide.michelin.com/en/the-vale-of-glamorgan/penarth/restaurant/home-1196052
Bottiglieria 1881,Sit in the century old cellar for an intimate dining,ONE_STAR,Cracow,Poland,50.0486603,19.9460552,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5ec9a0bc1240454d9d0c675e4cbdcc1f,Przemysław Klima,Creative,,https://guide.michelin.com/pl/en/lesser-poland/cracow/restaurant/bottiglieria-1881,https://guide.michelin.com/en/lesser-poland/cracow/restaurant/bottiglieria-1881
Sushi Sho,"With its white tiled walls and compact counter seating, the",ONE_STAR,Stockholm,Sweden,59.3411916,18.0498009,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ede19e842e8d4eca8ef7bf2cf94f7408,Carl Ishizaki,Japanese,,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/sushi-sho
Moulin de la Tardoire,The old flourmill is now a charming and bucolic restaurant,ONE_STAR,Montbron,France,45.67682,0.51396,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3dd7551e-2aed-4a5f-8e61-f38a04030a9c.jpg,Matthieu Brudo,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/montbron/restaurant/moulin-de-la-tardoire,https://guide.michelin.com/en/nouvelle-aquitaine/montbron/restaurant/moulin-de-la-tardoire
Les Hautes Roches,"On fine days, the terrace overlooking the river makes for",ONE_STAR,Rochecorbon,France,47.4103269,0.7746065,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bf8cff3f-17ab-456d-94ec-b460e81130a8.JPG,Didier Edon,Classic Cuisine,Modern Cuisine,https://guide.michelin.com/en/centre-val-de-loire/rochecorbon/restaurant/les-hautes-roches,https://guide.michelin.com/en/centre-val-de-loire/rochecorbon/restaurant/les-hautes-roches
Le Pilori,The mission of this comfortable restaurant is to showcase produce,ONE_STAR,Écaussinnes-Lalaing,Belgium,50.5701335,4.1795447,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/849321f2925a4e9987191fe54b159b45,Michel Van Cauwelaert,Modern French,,https://guide.michelin.com/en/hainaut/caussinnes-lalaing/restaurant/le-pilori,https://guide.michelin.com/en/hainaut/caussinnes-lalaing/restaurant/le-pilori
Shin Sushi,"Set in a nondescript shopping center, this highly pedigreed settler",ONE_STAR,Encino,United States,34.15784,-118.49415,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d86f526a-b99d-41a9-b23b-262666c2fc17.jpg,Taketoshi Azumi,Japanese,Sushi,https://guide.michelin.com/us/en/california/encino/restaurant/shin-sushi,https://guide.michelin.com/en/california/encino/restaurant/shin-sushi
Nerua Guggenheim Bilbao,"This restaurant is inside the Guggenheim, but with its own",ONE_STAR,Bilbao,Spain,43.268822,-2.9330304,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e0c6176c53cc461abe8b36e02a5799cf,Josean Martínez Alija,Creative,,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/nerua-guggenheim-bilbao,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/nerua-guggenheim-bilbao
Blue Hill,"Knowing when to leave something alone, whether you’re a",ONE_STAR,New York,United States,40.7319711,-73.9996385,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b1bff295-ad3d-4e99-91eb-65172c7f0680.jpg,Dan Barber,American,,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,https://guide.michelin.com/en/new-york-state/new-york/restaurant/blue-hill
Het Roode Koper,"At Het Roode Koper, you can completely switch off. Forget",ONE_STAR,Leuvenum,Netherlands,52.306608,5.7131023,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a9653e3e-110a-4c5f-8ade-1acf370436bc.jpg,Dennis van den Beld,Modern Cuisine,,https://guide.michelin.com/en/gelderland/leuvenum/restaurant/het-roode-koper,https://guide.michelin.com/en/gelderland/leuvenum/restaurant/het-roode-koper
La Closerie,La Closerie is like an ode to Provence! The chef,ONE_STAR,Ansouis,France,43.7381545,5.4649088,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9d159f80-815e-4cc1-b002-78f734004f9f.jpg,Olivier Alemany,Traditional Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/ansouis/restaurant/la-closerie,https://guide.michelin.com/en/provence-alpes-cote-dazur/ansouis/restaurant/la-closerie
